payment_type,profit_per_order,category_id,category_name,customer_city,customer_id,customer_segment,department_id,department_name,market,order_country,order_date,order_id,order_item_discount_rate,order_item_quantity,sales,order_item_total_amount,order_profit_per_order,order_region,order_state,order_status,product_price,shipping_date,shipping_mode,label
CASH,36.288162,18,Men's Footwear,Caguas,11941.325,Consumer,4,Apparel,Europe,Germany,2017-08-20 00:00:00+01:00,65601.81,0.13,1,129.99,113.09,32.455147,Western Europe,Bay of Plenty,CLOSED,129.99,2017-09-06 00:00:00+01:00,First Class,1
PAYMENT,5.0617266,43,Camping & Hiking,Diamond Bar,1827.4733,Consumer,7,Fan Shop,Africa,Papua New Guinea,2016-11-06 00:00:00+00:00,46099.656,0.02,1,299.98,293.95,4.7762046,Central Africa,Tekirdag,PENDING_PAYMENT,299.98,2016-07-01 00:00:00+01:00,Standard Class,1
TRANSFER,62.97074,48,Water Sports,Ballwin,12162.359,Consumer,7,Fan Shop,Pacific Asia,Australia,2016-01-01 00:00:00+00:00,25202.71,0.15,1,199.99,167.99,61.33637,Oceania,Victoria,PENDING,199.99,2016-01-16 00:00:00+00:00,Standard Class,1
DEBIT,83.5261,48,Water Sports,Joliet,6763.6436,Home Office,7,Fan Shop,Pacific Asia,Indonesia,2015-11-28 00:00:00+00:00,22395.197,0.1,1,199.99,181.93776,79.81656,Southeast Asia,East Kalimantan,COMPLETE,199.99,2015-11-22 00:00:00+00:00,Standard Class,1
DEBIT,54.78687,24,Women's Apparel,Brooklyn,2445.644,Consumer,5,Golf,Pacific Asia,Turkey,2016-09-04 00:00:00+01:00,46728.9,0.09,3,150,134.98,55.459717,West Asia,Scotland,COMPLETE,50,2016-10-20 00:00:00+01:00,First Class,1
DEBIT,57.07503,48,Water Sports,Caguas,2599.248,Consumer,7,Fan Shop,Europe,Germany,2015-07-29 00:00:00+01:00,13567.318,0.02,1,199.99,195.99213,53.546535,Western Europe,North Rhine-Westphalia,COMPLETE,199.99,2015-06-04 00:00:00+01:00,Standard Class,1
PAYMENT,-15.918929,24,Women's Apparel,Caguas,11731.787,Corporate,5,Golf,LATAM,Mexico,2015-02-14 00:00:00+00:00,2656.9956,0.12,5,250,217.41298,-2.3069534,Central America,Ho Chi Minh City,PENDING_PAYMENT,50,2015-04-12 00:00:00+01:00,Standard Class,1
TRANSFER,12.746261,45,Fishing,San Benito,1495.7891,Home Office,7,Fan Shop,Europe,Denmark,2017-09-01 00:00:00+01:00,65456.24,0.02,1,399.98,391.98,12.806512,Northern Europe,Kasai Oriental,PROCESSING,399.98,2017-05-16 00:00:00+01:00,Second Class,1
DEBIT,-204.17706,9,Cardio Equipment,Caguas,9677.351,Corporate,3,Footwear,LATAM,Mexico,2017-06-14 00:00:00+01:00,55730.742,0.25,5,499.95,383.98,-202.98427,Central America,Durango,COMPLETE,99.99,2017-08-30 00:00:00+01:00,Standard Class,1
PAYMENT,28.994843,24,Women's Apparel,Cypress,6217.3755,Corporate,5,Golf,Europe,Sweden,2015-03-31 00:00:00+01:00,14774.68,0.25,2,100,65.459915,27.01958,Northern Europe,Stockholm,PENDING_PAYMENT,50,2015-07-01 00:00:00+01:00,Standard Class,1
DEBIT,22.103155,17,Cleats,Caguas,4852.396,Home Office,4,Apparel,Pacific Asia,China,2016-01-15 00:00:00+00:00,26693.754,0.16,1,59.99,49.97795,20.046627,Eastern Asia,Gansu,COMPLETE,59.99,2016-01-03 00:00:00+00:00,Standard Class,1
PAYMENT,112.9246,43,Camping & Hiking,Aurora,8447.033,Home Office,7,Fan Shop,LATAM,Brazil,2015-02-24 00:00:00+00:00,679.36,0.12,1,299.98,269.23425,113.500084,South America,Stiria,PENDING_PAYMENT,299.98,2015-01-18 00:00:00+00:00,Standard Class,0
DEBIT,82.18988,46,Indoor/Outdoor Games,Kent,1217.7406,Corporate,7,Fan Shop,LATAM,Cuba,2015-05-27 00:00:00+01:00,9475.433,0.04,5,249.9,242.5,84.9572,Caribbean,Camaguey,COMPLETE,49.98,2015-08-15 00:00:00+01:00,Standard Class,1
DEBIT,59.40507,17,Cleats,Highland,11261.461,Home Office,4,Apparel,USCA,United States,2016-08-14 00:00:00+01:00,43819.95,0.01,5,274.14624,284.97177,62.289604,US Center ,Texas,COMPLETE,59.99,2016-10-17 00:00:00+01:00,Second Class,1
TRANSFER,16.4484,17,Cleats,Newark,300.1067,Corporate,4,Apparel,USCA,United States,2016-04-27 00:00:00+01:00,35942.97,0.07,3,179.97,165.99,21.502771,US Center ,Texas,PROCESSING,59.99,2016-07-03 00:00:00+01:00,Standard Class,1
DEBIT,19.660585,46,Indoor/Outdoor Games,Oxnard,11419.175,Consumer,7,Fan Shop,Pacific Asia,China,2015-12-22 00:00:00+00:00,23635.105,0.05,3,149.94,147,22.706663,Eastern Asia,Nord-Pas-de-Calais-Picardy,COMPLETE,49.98,2015-11-23 00:00:00+00:00,Same Day,1
CASH,-6.555091,9,Cardio Equipment,Indianapolis,9079.636,Consumer,3,Footwear,Europe,France,2015-06-22 00:00:00+01:00,12094.583,0.03,1,99.99,98.09365,0.7435238,Western Europe,Isle of France,CLOSED,99.99,2015-06-06 00:00:00+01:00,Standard Class,0
TRANSFER,27.456556,9,Cardio Equipment,Yuma,7455.6206,Corporate,3,Footwear,Europe,United Kingdom,2015-05-11 00:00:00+01:00,13468.398,0.16,1,99.99,83.988686,30.394747,Northern Europe,England,PROCESSING,99.99,2015-09-22 00:00:00+01:00,Second Class,0
PAYMENT,13.911926,24,Women's Apparel,Caguas,3687.788,Corporate,5,Golf,USCA,United States,2016-07-24 00:00:00+01:00,42582.723,0.07,1,50,46.483536,19.186445,East of USA,Pennsylvania,PENDING_PAYMENT,50,2016-09-17 00:00:00+01:00,Second Class,0
PAYMENT,70.40976,48,Water Sports,Hamilton,9900.95,Consumer,7,Fan Shop,LATAM,Honduras,2015-08-02 00:00:00+01:00,11076.604,0.13,1,199.99,179.98,66.46221,Central America,Francisco Morazan,PENDING_PAYMENT,199.99,2015-09-01 00:00:00+01:00,Standard Class,0
DEBIT,15.075555,29,Shop By Sport,Caguas,2479.7808,Consumer,5,Golf,Pacific Asia,Iran,2016-12-11 00:00:00+00:00,49514.535,0.25,3,129.99,106.28857,14.617155,South Asia,Connecticut,COMPLETE,39.99,2017-02-14 00:00:00+00:00,Standard Class,1
DEBIT,-36.919147,9,Cardio Equipment,Lawrence,3250.8435,Home Office,3,Footwear,LATAM,Brazil,2017-11-16 00:00:00+00:00,56144.844,0.15,2,199.98,173.99954,-48.467197,South America,California,COMPLETE,99.99,2017-03-23 00:00:00+00:00,Second Class,1
DEBIT,37.486763,46,Indoor/Outdoor Games,Caguas,1901.3339,Consumer,7,Fan Shop,USCA,United States,2016-06-13 00:00:00+01:00,35911.48,0.1,3,149.94,130.49765,40.023544,US Center ,Illinois,ON_HOLD,49.98,2016-04-29 00:00:00+01:00,Standard Class,1
CASH,63.744667,29,Shop By Sport,Milford,7107.3477,Consumer,5,Golf,LATAM,Mexico,2015-06-13 00:00:00+01:00,10750.472,0,5,199.92,199.92,62.403885,Central America,Ash Sharqiyah,CLOSED,39.99,2015-06-14 00:00:00+01:00,Standard Class,0
PAYMENT,12.348555,46,Indoor/Outdoor Games,Caguas,9004.4,Home Office,7,Fan Shop,Pacific Asia,China,2016-03-08 00:00:00+00:00,25629.357,0.2,1,49.98,39.995346,10.467473,Eastern Asia,Campeche,PENDING_PAYMENT,49.98,2016-03-24 00:00:00+00:00,Standard Class,1
DEBIT,56.768982,48,Water Sports,Richardson,11011.75,Consumer,7,Fan Shop,Europe,France,2017-07-19 00:00:00+01:00,65141.52,0.1,1,199.99,179.99,54.014744,Western Europe,England,COMPLETE,199.99,2017-05-02 00:00:00+01:00,Same Day,0
CASH,-8.543129,45,Fishing,Sacramento,10156.188,Home Office,7,Fan Shop,LATAM,Mexico,2017-03-28 00:00:00+01:00,57203.527,0.15,1,399.98,339.98,-10.600148,Central America,Federal District,CLOSED,399.98,2017-06-22 00:00:00+01:00,Standard Class,1
PAYMENT,41.878174,48,Water Sports,Caguas,5148.265,Consumer,7,Fan Shop,USCA,United States,2016-08-10 00:00:00+01:00,37058.496,0.01,1,199.99,193.98262,46.814953,Central Asia,Florida,PENDING_PAYMENT,199.99,2016-09-26 00:00:00+01:00,Second Class,1
TRANSFER,-115.34202,24,Women's Apparel,Chicago,6149.703,Consumer,5,Golf,USCA,United States,2016-04-10 00:00:00+01:00,34444.426,0.09,5,250,226.47108,-87.57246,East of USA,Pennsylvania,PENDING,50,2016-03-07 00:00:00+00:00,Standard Class,1
DEBIT,21.47066,17,Cleats,Wilmington,8323.332,Home Office,4,Apparel,USCA,United States,2016-08-11 00:00:00+01:00,38223.14,0.04,1,59.99,64.76837,17.571491,West of USA ,Arizona,COMPLETE,59.99,2016-09-13 00:00:00+01:00,Standard Class,1
PAYMENT,131.06526,37,Golf Shoes,Caguas,7916.286,Home Office,6,Outdoors,Europe,Germany,2017-04-07 00:00:00+01:00,57386.594,0.16,5,499.95,387.96262,128.98788,Western Europe,North Rhine-Westphalia,PENDING_PAYMENT,129.99,2017-04-13 00:00:00+01:00,Second Class,1
DEBIT,48.953568,17,Cleats,Brooklyn,8788.053,Consumer,4,Apparel,Pacific Asia,Turkey,2016-09-29 00:00:00+01:00,45065.71,0.25,4,200,173.99,51.0339,West Asia,Istanbul,COMPLETE,59.99,2016-10-16 00:00:00+01:00,Standard Class,1
DEBIT,67.31202,43,Camping & Hiking,Caguas,11220.851,Consumer,7,Fan Shop,Europe,Italy,2017-05-03 00:00:00+01:00,61997.32,0.25,1,299.98,224.99751,70.755264,Western Europe,Auvergne,ON_HOLD,299.98,2017-06-12 00:00:00+01:00,Second Class,1
DEBIT,-6.103426,18,Men's Footwear,Dallas,5484.9653,Corporate,4,Apparel,LATAM,Cuba,2017-03-03 00:00:00+00:00,54988.734,0.01,1,129.99,129.99,-7.9957824,Caribbean,Astrakhan,COMPLETE,129.99,2017-05-07 00:00:00+01:00,Standard Class,1
DEBIT,156.33144,45,Fishing,Caguas,9677.759,Home Office,7,Fan Shop,Europe,Iraq,2017-10-02 00:00:00+01:00,67787.76,0.01,1,399.98,395.98,162.30054,Western Europe,Saxony,PROCESSING,399.98,2017-10-10 00:00:00+01:00,Second Class,0
DEBIT,55.870247,18,Men's Footwear,Ogden,1202.0474,Consumer,4,Apparel,LATAM,Cuba,2015-02-15 00:00:00+00:00,3113.582,0.13,1,129.99,113.09,56.417377,Caribbean,Pinar del Rio,ON_HOLD,129.99,2015-03-28 00:00:00+00:00,Second Class,1
DEBIT,51.997036,9,Cardio Equipment,West New York,4103.7812,Consumer,3,Footwear,LATAM,Panama,2015-04-29 00:00:00+01:00,8526.358,0.16,2,199.98,167.99,50.958195,Central America,Panama,ON_HOLD,99.99,2015-03-24 00:00:00+00:00,Standard Class,1
CASH,26.154383,17,Cleats,Caguas,381.00607,Corporate,4,Apparel,Africa,Nigeria,2016-09-30 00:00:00+01:00,45484.953,0.02,1,59.99,58.79,30.616322,West Africa,Sardinia,CLOSED,59.99,2016-11-11 00:00:00+00:00,Standard Class,1
PAYMENT,11.544562,17,Cleats,Caguas,2025.6462,Home Office,4,Apparel,USCA,United States,2016-04-06 00:00:00+01:00,35560.58,0.1,4,239.96,205.37056,15.0463,East of USA,New York,PAYMENT_REVIEW,59.99,2016-07-01 00:00:00+01:00,Second Class,1
PAYMENT,28.54941,9,Cardio Equipment,Los Angeles,3254.118,Consumer,3,Footwear,Pacific Asia,Turkey,2016-10-20 00:00:00+01:00,44426.305,0.1,1,99.99,94.49676,31.387403,West Asia,West Java,PENDING_PAYMENT,99.99,2016-10-01 00:00:00+01:00,Standard Class,1
DEBIT,-9.669503,46,Indoor/Outdoor Games,Caguas,3649.2595,Corporate,7,Fan Shop,Pacific Asia,Ireland,2016-08-15 00:00:00+01:00,42821.92,0.15,3,149.94,124.621925,-3.7101789,West Asia,Delhi,ON_HOLD,49.98,2016-09-03 00:00:00+01:00,First Class,1
DEBIT,0.5425044,61,Baby ,Caguas,16787.605,Corporate,4,Apparel,Pacific Asia,Australia,2017-12-14 00:00:00+00:00,73800.06,0.1,1,50,49.5,-3.1687362,Oceania,Victoria,COMPLETE,50,2017-12-09 00:00:00+00:00,Standard Class,1
TRANSFER,47.06722,46,Indoor/Outdoor Games,Caguas,3776.7366,Consumer,7,Fan Shop,LATAM,Mexico,2015-11-16 00:00:00+00:00,10687.924,0.13,3,149.94,127.41548,51.885914,Central America,Michoacan,PENDING,49.98,2015-06-21 00:00:00+01:00,Standard Class,1
PAYMENT,-175.58826,9,Cardio Equipment,Caguas,3951.362,Consumer,3,Footwear,USCA,United States,2016-07-20 00:00:00+01:00,36593.19,0.06,3,239.96,242.46121,-106.233345,East of USA,Puebla,PENDING_PAYMENT,99.99,2016-05-13 00:00:00+01:00,Standard Class,1
CASH,27.516233,24,Girls' Apparel,Brooklyn,4850.378,Corporate,5,Golf,LATAM,Brazil,2015-01-29 00:00:00+00:00,1889.5369,0.02,4,100,107.89,26.73233,South America,Sao Paulo,CLOSED,29.358025,2015-02-17 00:00:00+00:00,Second Class,1
PAYMENT,14.308324,17,Cleats,Grove City,7552.3833,Corporate,4,Apparel,Africa,South Africa,2016-07-06 00:00:00+01:00,47467.504,0.15,3,179.97,154.74536,13.250945,Southern Africa,Gauteng,PENDING_PAYMENT,59.99,2016-10-21 00:00:00+01:00,Standard Class,1
TRANSFER,6.367146,18,Men's Footwear,Caguas,698.2158,Home Office,4,Apparel,Pacific Asia,India,2016-02-22 00:00:00+00:00,26715.488,0.13,1,129.99,113.56841,9.238498,South Asia,Daca,PROCESSING,129.99,2016-01-09 00:00:00+00:00,Standard Class,0
DEBIT,40.159477,29,Shop By Sport,Caguas,10841.967,Corporate,5,Golf,LATAM,Colombia,2017-03-29 00:00:00+01:00,50084.89,0.01,2,74.97,84.97,40.698036,South America,Antioquia,COMPLETE,39.99,2017-09-01 00:00:00+01:00,Standard Class,1
DEBIT,24.872398,17,Cleats,Caguas,6730.903,Consumer,4,Apparel,Pacific Asia,Australia,2016-04-06 00:00:00+01:00,31612.57,0.01,1,59.99,63.690334,25.193384,Oceania,Victoria,COMPLETE,59.99,2016-07-03 00:00:00+01:00,Standard Class,1
CASH,52.62344,18,Men's Footwear,Porterville,7870.0693,Home Office,4,Apparel,LATAM,Guatemala,2015-06-08 00:00:00+01:00,5078.958,0.12,1,129.99,116.99,55.297592,Central America,Quezaltenango,CLOSED,129.99,2016-02-13 00:00:00+00:00,Standard Class,1
CASH,11.110831,29,Shop By Sport,Caguas,3550.7622,Home Office,5,Golf,Europe,Spain,2015-07-14 00:00:00+01:00,14454.793,0.02,3,119.973755,118.29,13.203381,Southern Europe,Catalonia,CLOSED,39.99,2015-07-16 00:00:00+01:00,Standard Class,1
PAYMENT,107.599976,17,Cleats,Greensburg,5658.936,Consumer,4,Apparel,LATAM,El Salvador,2017-09-23 00:00:00+01:00,54821.727,0.25,5,299.95,214.11191,110.968575,Central America,San Salvador,PENDING_PAYMENT,59.99,2017-03-04 00:00:00+00:00,First Class,1
CASH,5.6452274,29,Golf Balls,Caguas,645.6269,Consumer,6,Outdoors,LATAM,Honduras,2016-12-28 00:00:00+00:00,51911.902,0.17,2,15.569489,18.636747,8.957667,Central America,Francisco Morazan,CLOSED,11.54,2017-05-18 00:00:00+01:00,Second Class,1
DEBIT,44.036285,17,Cleats,Caguas,10226.695,Consumer,4,Apparel,Pacific Asia,China,2016-05-13 00:00:00+01:00,26330.703,0.05,2,119.98,109.19,44.77956,Eastern Asia,KwaZulu-Natal,COMPLETE,59.99,2016-09-18 00:00:00+01:00,Standard Class,1
CASH,21.873373,46,Indoor/Outdoor Games,Caguas,3898.974,Consumer,7,Fan Shop,Pacific Asia,Filipinas,2015-11-17 00:00:00+00:00,22561.59,0.09,4,199.92,175.94151,21.892036,Southeast Asia,Capital Nacional,CLOSED,49.98,2016-01-21 00:00:00+00:00,Standard Class,1
PAYMENT,167.8158,9,Cardio Equipment,Caguas,3267.165,Consumer,3,Footwear,LATAM,Mexico,2015-06-10 00:00:00+01:00,12316.554,0.1,4,399.96,359.98,170.77243,Central America,Federal District,PENDING_PAYMENT,99.99,2015-02-05 00:00:00+00:00,Standard Class,0
CASH,96.359795,46,Indoor/Outdoor Games,Sugar Land,3832.2312,Corporate,7,Fan Shop,LATAM,Guatemala,2015-05-31 00:00:00+01:00,9611.322,0.1,5,249.9219,224.24472,100.08953,Central America,Quezaltenango,CLOSED,49.98,2015-05-30 00:00:00+01:00,Standard Class,0
DEBIT,64.66669,43,Camping & Hiking,Caguas,11668.651,Consumer,7,Fan Shop,LATAM,Mexico,2015-03-30 00:00:00+01:00,6785.024,0.17,1,299.98,245.98,68.91313,Central America,Lima (city),ON_HOLD,299.98,2015-04-02 00:00:00+01:00,First Class,1
TRANSFER,34.135117,24,Women's Apparel,Atlanta,1545.4825,Corporate,5,Golf,Africa,Mali,2017-05-07 00:00:00+01:00,54262.555,0.13,4,200,179.99,29.062477,West Africa,Upper Austria,PROCESSING,50,2017-03-09 00:00:00+00:00,Standard Class,1
DEBIT,11.213729,46,Indoor/Outdoor Games,Caguas,5779.361,Consumer,7,Fan Shop,Africa,Morocco,2016-07-17 00:00:00+01:00,40273.85,0.05,3,149.94,135.51468,7.334952,North Africa,Rabat-Sale-Zemmour-Zaer,COMPLETE,49.98,2016-06-26 00:00:00+01:00,Second Class,0
DEBIT,184.08067,45,Fishing,Webster,7799.713,Consumer,7,Fan Shop,Pacific Asia,Indonesia,2015-05-07 00:00:00+01:00,21049.867,0.07,1,399.98,359.98,185.37427,Southeast Asia,West Java,COMPLETE,399.98,2015-07-10 00:00:00+01:00,Same Day,1
TRANSFER,-304.71292,43,Camping & Hiking,Westminster,8762.94,Consumer,7,Fan Shop,LATAM,Brazil,2015-06-22 00:00:00+01:00,7941.851,0.04,1,299.98,279.11047,-325.9959,South America,Bahia,PENDING,299.98,2015-06-23 00:00:00+01:00,Same Day,0
DEBIT,24.698801,17,Women's Golf Clubs,West Chester,8147.386,Home Office,4,Apparel,Europe,Germany,2015-08-30 00:00:00+01:00,14807.687,0.01,1,110.986595,100.78,24.670095,Western Europe,North Rhine-Westphalia,ON_HOLD,99.99,2015-07-15 00:00:00+01:00,Standard Class,1
DEBIT,9.59869,61,Cameras ,Caguas,12304.857,Home Office,10,Technology,Europe,United Kingdom,2017-09-30 00:00:00+01:00,70847.87,0.02,1,452.04,430.12354,5.3512235,Northern Europe,England,COMPLETE,452.04,2017-09-29 00:00:00+01:00,Standard Class,0
CASH,14.074091,18,Men's Footwear,Caguas,2755.3242,Corporate,4,Apparel,Europe,Germany,2015-02-27 00:00:00+00:00,10600.252,0.09,1,129.99,118.29,11.908263,Western Europe,Berlin,CLOSED,129.99,2015-06-05 00:00:00+01:00,Second Class,0
CASH,86.389656,17,Cleats,Dallas,5587.474,Consumer,4,Apparel,Europe,France,2017-06-19 00:00:00+01:00,63552.742,0.06,5,299.95,272.98,85.17147,Western Europe,Center-Loire Valley,CLOSED,59.99,2017-02-22 00:00:00+00:00,First Class,1
CASH,55.250145,18,Men's Footwear,Lancaster,6783.4634,Consumer,4,Apparel,Africa,South Africa,2016-09-08 00:00:00+01:00,44350.367,0.12,1,129.99,113.38,55.292557,East Africa,Kanagawa,CLOSED,129.99,2016-03-23 00:00:00+00:00,Second Class,1
CASH,92.670555,29,Shop By Sport,Temecula,3642.11,Corporate,5,Golf,Pacific Asia,Turkey,2016-10-06 00:00:00+01:00,45909.81,0.06,5,199.92,181.99,95.032906,West Asia,Al Asimah,CLOSED,39.99,2016-10-01 00:00:00+01:00,Same Day,1
CASH,-159.27791,18,Men's Footwear,Caguas,1487.9081,Consumer,4,Apparel,Europe,Germany,2015-06-01 00:00:00+01:00,20905.541,0.18,1,129.99,106.59,-128.77164,Western Europe,KwaZulu-Natal,CLOSED,129.99,2015-10-01 00:00:00+01:00,Second Class,1
CASH,31.2185,29,Shop By Sport,Granada Hills,11493.275,Home Office,5,Golf,Europe,France,2015-08-20 00:00:00+01:00,16391.86,0.03,3,129.99,118.58051,34.26523,Western Europe,Nord-Pas-de-Calais-Picardy,CLOSED,39.99,2015-08-04 00:00:00+01:00,Standard Class,1
DEBIT,27.174776,45,Fishing,Cleveland,7062.5723,Home Office,7,Fan Shop,Pacific Asia,Iraq,2016-10-09 00:00:00+01:00,45436.312,0.06,1,399.98,377.98,25.522541,West Asia,Baghdad,COMPLETE,399.98,2016-10-23 00:00:00+01:00,Standard Class,1
TRANSFER,-19.538828,60.978886,Books ,Caguas,12363.803,Corporate,8.103988,Book Shop,Europe,France,2017-07-22 00:00:00+01:00,68249.086,0,1,39.99,37.49,-2.8077369,Western Europe,Lagos,PROCESSING,39.99,2017-09-29 00:00:00+01:00,Standard Class,1
DEBIT,-91.13493,24,Women's Apparel,Caguas,7517.6157,Corporate,5,Golf,Europe,Norway,2017-07-09 00:00:00+01:00,63750.445,0,1,50,50.317345,-77.81704,Northern Europe,Kostanay,ON_HOLD,50,2017-07-12 00:00:00+01:00,Standard Class,1
TRANSFER,133.7804,45,Fishing,Caguas,5834.9824,Home Office,7,Fan Shop,Pacific Asia,Vietnam,2015-11-30 00:00:00+00:00,24533.785,0.16,1,399.98,335.98,130.5808,Southeast Asia,Peravia,PROCESSING,399.98,2016-01-03 00:00:00+00:00,Standard Class,1
DEBIT,47.51128,29,Shop By Sport,Caguas,9062.89,Consumer,5,Golf,USCA,United States,2016-05-09 00:00:00+01:00,34724.94,0.01,5,199.95,193.99,45.32287,US Center ,Texas,COMPLETE,39.99,2016-08-06 00:00:00+01:00,Second Class,1
TRANSFER,52.58655,17,Cleats,Caguas,1544.8801,Corporate,4,Apparel,USCA,United States,2016-02-29 00:00:00+00:00,33671.547,0,4,239.96,236.18053,51.824844,East of USA,Maryland,PENDING,59.99,2016-07-25 00:00:00+01:00,Standard Class,0
DEBIT,-312.2024,17,Cleats,Caguas,3026.1108,Consumer,4,Apparel,LATAM,Guyana,2017-06-18 00:00:00+01:00,56793.387,0.17,3,179.97,151.16821,-286.84235,Caribbean,Southland,COMPLETE,59.99,2017-03-19 00:00:00+00:00,Standard Class,1
DEBIT,92.912415,43,Camping & Hiking,Aurora,9741.337,Consumer,7,Fan Shop,Pacific Asia,Australia,2015-12-05 00:00:00+00:00,25917.602,0.2,1,299.98,232.76,93.29921,Oceania,Jammu and Kashmir,COMPLETE,299.98,2015-12-04 00:00:00+00:00,Same Day,0
CASH,75.029144,45,Fishing,San Juan,4507.974,Consumer,7,Fan Shop,Europe,Germany,2017-07-24 00:00:00+01:00,61616.617,0.12,1,399.98,359.98,75.23776,Western Europe,Canterbury,CLOSED,399.98,2017-07-25 00:00:00+01:00,First Class,1
DEBIT,70.02667,17,Cleats,Morrisville,9642.381,Consumer,4,Apparel,Europe,United Kingdom,2015-09-01 00:00:00+01:00,17808.05,0.12,4,239.96,212.45209,68.833725,Northern Europe,England,COMPLETE,59.99,2015-11-07 00:00:00+00:00,Standard Class,1
DEBIT,143.98206,45,Fishing,Albuquerque,1730.8433,Consumer,7,Fan Shop,Africa,South Africa,2016-09-19 00:00:00+01:00,43797.508,0.2,1,399.98,299.99,147.46777,Southern Africa,Gauteng,COMPLETE,399.98,2016-09-13 00:00:00+01:00,Second Class,1
TRANSFER,101.17135,43,Camping & Hiking,Caguas,10257.059,Consumer,7,Fan Shop,LATAM,Panama,2017-04-09 00:00:00+01:00,52620.285,0.09,1,299.98,276.7493,97.01111,Central America,Panama,PENDING,299.98,2017-10-01 00:00:00+01:00,Second Class,1
CASH,114.35712,45,Fishing,Houston,5969.514,Home Office,7,Fan Shop,Europe,Hungary,2017-07-11 00:00:00+01:00,64256.426,0.05,1,399.98,381.9178,106.71654,Western Europe,Odisha,CLOSED,399.98,2017-07-07 00:00:00+01:00,Standard Class,1
DEBIT,86.42108,9,Cardio Equipment,Buffalo,4561.721,Consumer,3,Footwear,LATAM,New Zealand,2015-04-17 00:00:00+01:00,6002.313,0.16,4,399.96,335.98,86.47369,South America,Liberec,COMPLETE,99.99,2015-04-04 00:00:00+01:00,Second Class,0
CASH,0,17,Cleats,Caguas,224.95538,Consumer,4,Apparel,USCA,United States,2016-07-13 00:00:00+01:00,37887.355,0.07,1,59.99,53.97042,-1.952862,East of USA,New York,CLOSED,59.99,2016-05-28 00:00:00+01:00,Standard Class,1
DEBIT,25.31657,29,Shop By Sport,Findlay,335.3276,Consumer,5,Golf,Pacific Asia,Australia,2015-12-26 00:00:00+00:00,23443.506,0.17,2,79.95671,68.36409,28.545712,Oceania,Victoria,COMPLETE,39.99,2015-12-24 00:00:00+00:00,First Class,1
PAYMENT,-24.5129,24,Women's Apparel,Bronx,5095.892,Home Office,5,Golf,USCA,United States,2016-05-01 00:00:00+01:00,35861.543,0.13,2,100,87.99115,-11.0428,East of USA,New York,PENDING_PAYMENT,50,2016-02-06 00:00:00+00:00,Second Class,1
TRANSFER,2.3055837,29,Shop By Sport,San Diego,5853.7427,Corporate,5,Golf,Pacific Asia,China,2016-01-13 00:00:00+00:00,24648.223,0.1,1,39.99,34.70178,0,Eastern Asia,Baden-Württemberg,PROCESSING,39.99,2016-03-22 00:00:00+00:00,Standard Class,1
CASH,-144.70035,46,Indoor/Outdoor Games,Garden Grove,11227.206,Corporate,7,Fan Shop,LATAM,Chile,2015-01-16 00:00:00+00:00,1049.2936,0.1,4,199.92,179.97209,-127.588165,South America,Santiago de Chile,CLOSED,49.98,2015-01-20 00:00:00+00:00,Standard Class,1
CASH,-21.916027,17,Cleats,Fond Du Lac,7561.3057,Corporate,4,Apparel,USCA,United States,2016-09-02 00:00:00+01:00,31769.135,0.1,1,59.99,50.028423,-12.429447,US Center ,Illinois,CLOSED,59.99,2016-05-05 00:00:00+01:00,Standard Class,1
PAYMENT,7.2480955,36,Golf Gloves,Caguas,11162.135,Home Office,6,Outdoors,Pacific Asia,Australia,2016-03-03 00:00:00+00:00,28792.781,0.13,2,15.947436,18.370821,7.1785684,Oceania,Queensland,PENDING_PAYMENT,10.341629,2016-03-20 00:00:00+00:00,Second Class,0
PAYMENT,-4.899807,54.92319,Books ,Henrico,15146.078,Corporate,7.289905,Book Shop,Europe,Netherlands,2017-03-15 00:00:00+00:00,68238.625,0.07,1,31.127682,29.8764,-2.2040768,Western Europe,Saint-Louis,PENDING_PAYMENT,30.420818,2017-08-15 00:00:00+01:00,Standard Class,1
DEBIT,30.361752,18,Men's Footwear,Caguas,2624.9414,Consumer,4,Apparel,Europe,France,2017-07-26 00:00:00+01:00,65862.99,0.01,1,129.99,128.69,32.03348,Western Europe,Catalonia,COMPLETE,129.99,2017-07-28 00:00:00+01:00,Standard Class,1
PAYMENT,81.92045,17,Cleats,Plainfield,4302.3228,Home Office,4,Apparel,USCA,United States,2016-08-27 00:00:00+01:00,44664.773,0.01,3,179.97,175.99,83.502235,West of USA ,Washington,PENDING_PAYMENT,59.99,2016-10-29 00:00:00+01:00,Second Class,1
CASH,42.145473,24,Women's Apparel,Laguna Hills,11763.045,Consumer,5,Golf,LATAM,Mexico,2016-12-21 00:00:00+00:00,49896.992,0.17,4,200,176.19656,41.511395,Central America,Guanajuato,CLOSED,50,2016-12-12 00:00:00+00:00,Standard Class,1
CASH,38.114864,24,Women's Apparel,Caguas,12027.839,Consumer,5,Golf,USCA,United States,2016-08-19 00:00:00+01:00,37749.94,0.17,2,100,78.99789,41.50035,East of USA,Tamil Nadu,CLOSED,50,2016-06-19 00:00:00+01:00,Standard Class,1
